checklist_order,frontier_id,status,evidence_path,expected_output,next_step,checklist_goal,status_note,next_gate
262,wave79_exploration_baseline_closure_writeback,module_delivered,src/wave79_exploration_baseline_closure_writeback.py,results/tables/wave79_exploration_baseline_closure_writeback.json,Run python -m src.wave79_exploration_baseline_closure_writeback after Wave78 chain.,Verify the frontier status entry for wave79_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
263,wave79_demo_presentation_writeback,module_delivered,src/demo_wave79_presentation_writeback.py,results/tables/demo_wave79_presentation_writeback.json,Run python -m src.demo_wave79_presentation_writeback after Wave79 closure writeback.,Verify the frontier status entry for wave79_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
264,wave79_speaker_profile_lightoverlap_diagnostic_coordination_writeback,module_delivered,src/wave79_speaker_profile_lightoverlap_diagnostic_coordination_writeback.py,results/tables/wave79_speaker_profile_lightoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave79_speaker_profile_lightoverlap_diagnostic_coordination_writeback after demo wave79.,Verify the frontier status entry for wave79_speaker_profile_lightoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
265,wave80_exploration_baseline_closure_writeback,module_delivered,src/wave80_exploration_baseline_closure_writeback.py,results/tables/wave80_exploration_baseline_closure_writeback.json,Run python -m src.wave80_exploration_baseline_closure_writeback after Wave79 chain.,Verify the frontier status entry for wave80_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
266,wave80_demo_presentation_writeback,module_delivered,src/demo_wave80_presentation_writeback.py,results/tables/demo_wave80_presentation_writeback.json,Run python -m src.demo_wave80_presentation_writeback after Wave80 closure writeback.,Verify the frontier status entry for wave80_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
267,wave80_speaker_profile_midoverlap_diagnostic_coordination_writeback,module_delivered,src/wave80_speaker_profile_midoverlap_diagnostic_coordination_writeback.py,results/tables/wave80_speaker_profile_midoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave80_speaker_profile_midoverlap_diagnostic_coordination_writeback after demo wave80.,Verify the frontier status entry for wave80_speaker_profile_midoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
268,wave81_exploration_baseline_closure_writeback,module_delivered,src/wave81_exploration_baseline_closure_writeback.py,results/tables/wave81_exploration_baseline_closure_writeback.json,Run python -m src.wave81_exploration_baseline_closure_writeback after Wave80 chain.,Verify the frontier status entry for wave81_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
269,wave81_demo_presentation_writeback,module_delivered,src/demo_wave81_presentation_writeback.py,results/tables/demo_wave81_presentation_writeback.json,Run python -m src.demo_wave81_presentation_writeback after Wave81 closure writeback.,Verify the frontier status entry for wave81_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
270,wave81_speaker_profile_heavyoverlap_diagnostic_coordination_writeback,module_delivered,src/wave81_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.py,results/tables/wave81_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave81_speaker_profile_heavyoverlap_diagnostic_coordination_writeback after demo wave81.,Verify the frontier status entry for wave81_speaker_profile_heavyoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
271,wave82_exploration_baseline_closure_writeback,module_delivered,src/wave82_exploration_baseline_closure_writeback.py,results/tables/wave82_exploration_baseline_closure_writeback.json,Run python -m src.wave82_exploration_baseline_closure_writeback after Wave81 chain.,Verify the frontier status entry for wave82_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
272,wave82_demo_presentation_writeback,module_delivered,src/demo_wave82_presentation_writeback.py,results/tables/demo_wave82_presentation_writeback.json,Run python -m src.demo_wave82_presentation_writeback after Wave82 closure writeback.,Verify the frontier status entry for wave82_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
273,wave82_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback,module_delivered,src/wave82_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback.py,results/tables/wave82_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave82_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback after demo wave82.,Verify the frontier status entry for wave82_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
274,wave83_exploration_baseline_closure_writeback,module_delivered,src/wave83_exploration_baseline_closure_writeback.py,results/tables/wave83_exploration_baseline_closure_writeback.json,Run python -m src.wave83_exploration_baseline_closure_writeback after Wave82 chain.,Verify the frontier status entry for wave83_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
275,wave83_demo_presentation_writeback,module_delivered,src/demo_wave83_presentation_writeback.py,results/tables/demo_wave83_presentation_writeback.json,Run python -m src.demo_wave83_presentation_writeback after Wave83 closure writeback.,Verify the frontier status entry for wave83_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
276,wave83_external_validation_narrow_slice_coordination_writeback,module_delivered,src/wave83_external_validation_narrow_slice_coordination_writeback.py,results/tables/wave83_external_validation_narrow_slice_coordination_writeback.json,Run python -m src.wave83_external_validation_narrow_slice_coordination_writeback after demo wave83.,Verify the frontier status entry for wave83_external_validation_narrow_slice_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
277,wave84_exploration_baseline_closure_writeback,module_delivered,src/wave84_exploration_baseline_closure_writeback.py,results/tables/wave84_exploration_baseline_closure_writeback.json,Run python -m src.wave84_exploration_baseline_closure_writeback after Wave83 chain.,Verify the frontier status entry for wave84_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
278,wave84_demo_presentation_writeback,module_delivered,src/demo_wave84_presentation_writeback.py,results/tables/demo_wave84_presentation_writeback.json,Run python -m src.demo_wave84_presentation_writeback after Wave84 closure writeback.,Verify the frontier status entry for wave84_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
279,wave84_meeteval_official_narrow_dry_run_coordination_writeback,module_delivered,src/wave84_meeteval_official_narrow_dry_run_coordination_writeback.py,results/tables/wave84_meeteval_official_narrow_dry_run_coordination_writeback.json,Run python -m src.wave84_meeteval_official_narrow_dry_run_coordination_writeback after demo wave84.,Verify the frontier status entry for wave84_meeteval_official_narrow_dry_run_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
280,wave85_exploration_baseline_closure_writeback,module_delivered,src/wave85_exploration_baseline_closure_writeback.py,results/tables/wave85_exploration_baseline_closure_writeback.json,Run python -m src.wave85_exploration_baseline_closure_writeback after Wave84 chain.,Verify the frontier status entry for wave85_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
281,wave85_demo_presentation_writeback,module_delivered,src/demo_wave85_presentation_writeback.py,results/tables/demo_wave85_presentation_writeback.json,Run python -m src.demo_wave85_presentation_writeback after Wave85 closure writeback.,Verify the frontier status entry for wave85_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
282,wave85_speaker_profile_lightoverlap_diagnostic_coordination_writeback,module_delivered,src/wave85_speaker_profile_lightoverlap_diagnostic_coordination_writeback.py,results/tables/wave85_speaker_profile_lightoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave85_speaker_profile_lightoverlap_diagnostic_coordination_writeback after demo wave85.,Verify the frontier status entry for wave85_speaker_profile_lightoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
283,wave86_exploration_baseline_closure_writeback,module_delivered,src/wave86_exploration_baseline_closure_writeback.py,results/tables/wave86_exploration_baseline_closure_writeback.json,Run python -m src.wave86_exploration_baseline_closure_writeback after Wave85 chain.,Verify the frontier status entry for wave86_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
284,wave86_demo_presentation_writeback,module_delivered,src/demo_wave86_presentation_writeback.py,results/tables/demo_wave86_presentation_writeback.json,Run python -m src.demo_wave86_presentation_writeback after Wave86 closure writeback.,Verify the frontier status entry for wave86_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
285,wave86_speaker_profile_midoverlap_diagnostic_coordination_writeback,module_delivered,src/wave86_speaker_profile_midoverlap_diagnostic_coordination_writeback.py,results/tables/wave86_speaker_profile_midoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave86_speaker_profile_midoverlap_diagnostic_coordination_writeback after demo wave86.,Verify the frontier status entry for wave86_speaker_profile_midoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
286,wave87_exploration_baseline_closure_writeback,module_delivered,src/wave87_exploration_baseline_closure_writeback.py,results/tables/wave87_exploration_baseline_closure_writeback.json,Run python -m src.wave87_exploration_baseline_closure_writeback after Wave86 chain.,Verify the frontier status entry for wave87_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
287,wave87_demo_presentation_writeback,module_delivered,src/demo_wave87_presentation_writeback.py,results/tables/demo_wave87_presentation_writeback.json,Run python -m src.demo_wave87_presentation_writeback after Wave87 closure writeback.,Verify the frontier status entry for wave87_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
288,wave87_speaker_profile_heavyoverlap_diagnostic_coordination_writeback,module_delivered,src/wave87_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.py,results/tables/wave87_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave87_speaker_profile_heavyoverlap_diagnostic_coordination_writeback after demo wave87.,Verify the frontier status entry for wave87_speaker_profile_heavyoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
289,wave88_exploration_baseline_closure_writeback,module_delivered,src/wave88_exploration_baseline_closure_writeback.py,results/tables/wave88_exploration_baseline_closure_writeback.json,Run python -m src.wave88_exploration_baseline_closure_writeback after Wave87 chain.,Verify the frontier status entry for wave88_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
290,wave88_demo_presentation_writeback,module_delivered,src/demo_wave88_presentation_writeback.py,results/tables/demo_wave88_presentation_writeback.json,Run python -m src.demo_wave88_presentation_writeback after Wave88 closure writeback.,Verify the frontier status entry for wave88_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
291,wave88_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback,module_delivered,src/wave88_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback.py,results/tables/wave88_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave88_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback after demo wave88.,Verify the frontier status entry for wave88_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
292,wave89_exploration_baseline_closure_writeback,module_delivered,src/wave89_exploration_baseline_closure_writeback.py,results/tables/wave89_exploration_baseline_closure_writeback.json,Run python -m src.wave89_exploration_baseline_closure_writeback after Wave88 chain.,Verify the frontier status entry for wave89_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
293,wave89_demo_presentation_writeback,module_delivered,src/demo_wave89_presentation_writeback.py,results/tables/demo_wave89_presentation_writeback.json,Run python -m src.demo_wave89_presentation_writeback after Wave89 closure writeback.,Verify the frontier status entry for wave89_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
294,wave89_external_validation_narrow_slice_coordination_writeback,module_delivered,src/wave89_external_validation_narrow_slice_coordination_writeback.py,results/tables/wave89_external_validation_narrow_slice_coordination_writeback.json,Run python -m src.wave89_external_validation_narrow_slice_coordination_writeback after demo wave89.,Verify the frontier status entry for wave89_external_validation_narrow_slice_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
295,wave90_exploration_baseline_closure_writeback,module_delivered,src/wave90_exploration_baseline_closure_writeback.py,results/tables/wave90_exploration_baseline_closure_writeback.json,Run python -m src.wave90_exploration_baseline_closure_writeback after Wave89 chain.,Verify the frontier status entry for wave90_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
296,wave90_demo_presentation_writeback,module_delivered,src/demo_wave90_presentation_writeback.py,results/tables/demo_wave90_presentation_writeback.json,Run python -m src.demo_wave90_presentation_writeback after Wave90 closure writeback.,Verify the frontier status entry for wave90_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
297,wave90_meeteval_official_narrow_dry_run_coordination_writeback,module_delivered,src/wave90_meeteval_official_narrow_dry_run_coordination_writeback.py,results/tables/wave90_meeteval_official_narrow_dry_run_coordination_writeback.json,Run python -m src.wave90_meeteval_official_narrow_dry_run_coordination_writeback after demo wave90.,Verify the frontier status entry for wave90_meeteval_official_narrow_dry_run_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
298,wave91_exploration_baseline_closure_writeback,module_delivered,src/wave91_exploration_baseline_closure_writeback.py,results/tables/wave91_exploration_baseline_closure_writeback.json,Run python -m src.wave91_exploration_baseline_closure_writeback after Wave90 chain.,Verify the frontier status entry for wave91_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
299,wave91_demo_presentation_writeback,module_delivered,src/demo_wave91_presentation_writeback.py,results/tables/demo_wave91_presentation_writeback.json,Run python -m src.demo_wave91_presentation_writeback after Wave91 closure writeback.,Verify the frontier status entry for wave91_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
300,wave91_speaker_profile_lightoverlap_diagnostic_coordination_writeback,module_delivered,src/wave91_speaker_profile_lightoverlap_diagnostic_coordination_writeback.py,results/tables/wave91_speaker_profile_lightoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave91_speaker_profile_lightoverlap_diagnostic_coordination_writeback after demo wave91.,Verify the frontier status entry for wave91_speaker_profile_lightoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
301,wave92_exploration_baseline_closure_writeback,module_delivered,src/wave92_exploration_baseline_closure_writeback.py,results/tables/wave92_exploration_baseline_closure_writeback.json,Run python -m src.wave92_exploration_baseline_closure_writeback after Wave91 chain.,Verify the frontier status entry for wave92_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
302,wave92_demo_presentation_writeback,module_delivered,src/demo_wave92_presentation_writeback.py,results/tables/demo_wave92_presentation_writeback.json,Run python -m src.demo_wave92_presentation_writeback after Wave92 closure writeback.,Verify the frontier status entry for wave92_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
303,wave92_speaker_profile_midoverlap_diagnostic_coordination_writeback,module_delivered,src/wave92_speaker_profile_midoverlap_diagnostic_coordination_writeback.py,results/tables/wave92_speaker_profile_midoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave92_speaker_profile_midoverlap_diagnostic_coordination_writeback after demo wave92.,Verify the frontier status entry for wave92_speaker_profile_midoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
304,wave93_exploration_baseline_closure_writeback,module_delivered,src/wave93_exploration_baseline_closure_writeback.py,results/tables/wave93_exploration_baseline_closure_writeback.json,Run python -m src.wave93_exploration_baseline_closure_writeback after Wave92 chain.,Verify the frontier status entry for wave93_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
305,wave93_demo_presentation_writeback,module_delivered,src/demo_wave93_presentation_writeback.py,results/tables/demo_wave93_presentation_writeback.json,Run python -m src.demo_wave93_presentation_writeback after Wave93 closure writeback.,Verify the frontier status entry for wave93_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
306,wave93_speaker_profile_heavyoverlap_diagnostic_coordination_writeback,module_delivered,src/wave93_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.py,results/tables/wave93_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave93_speaker_profile_heavyoverlap_diagnostic_coordination_writeback after demo wave93.,Verify the frontier status entry for wave93_speaker_profile_heavyoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
307,wave94_exploration_baseline_closure_writeback,module_delivered,src/wave94_exploration_baseline_closure_writeback.py,results/tables/wave94_exploration_baseline_closure_writeback.json,Run python -m src.wave94_exploration_baseline_closure_writeback after Wave93 chain.,Verify the frontier status entry for wave94_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
308,wave94_demo_presentation_writeback,module_delivered,src/demo_wave94_presentation_writeback.py,results/tables/demo_wave94_presentation_writeback.json,Run python -m src.demo_wave94_presentation_writeback after Wave94 closure writeback.,Verify the frontier status entry for wave94_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
309,wave94_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback,module_delivered,src/wave94_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback.py,results/tables/wave94_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave94_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback after demo wave94.,Verify the frontier status entry for wave94_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
310,wave95_exploration_baseline_closure_writeback,module_delivered,src/wave95_exploration_baseline_closure_writeback.py,results/tables/wave95_exploration_baseline_closure_writeback.json,Run python -m src.wave95_exploration_baseline_closure_writeback after Wave94 chain.,Verify the frontier status entry for wave95_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
311,wave95_demo_presentation_writeback,module_delivered,src/demo_wave95_presentation_writeback.py,results/tables/demo_wave95_presentation_writeback.json,Run python -m src.demo_wave95_presentation_writeback after Wave95 closure writeback.,Verify the frontier status entry for wave95_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
312,wave95_external_validation_narrow_slice_coordination_writeback,module_delivered,src/wave95_external_validation_narrow_slice_coordination_writeback.py,results/tables/wave95_external_validation_narrow_slice_coordination_writeback.json,Run python -m src.wave95_external_validation_narrow_slice_coordination_writeback after demo wave95.,Verify the frontier status entry for wave95_external_validation_narrow_slice_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
313,wave96_exploration_baseline_closure_writeback,module_delivered,src/wave96_exploration_baseline_closure_writeback.py,results/tables/wave96_exploration_baseline_closure_writeback.json,Run python -m src.wave96_exploration_baseline_closure_writeback after Wave95 chain.,Verify the frontier status entry for wave96_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
314,wave96_demo_presentation_writeback,module_delivered,src/demo_wave96_presentation_writeback.py,results/tables/demo_wave96_presentation_writeback.json,Run python -m src.demo_wave96_presentation_writeback after Wave96 closure writeback.,Verify the frontier status entry for wave96_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
315,wave96_meeteval_official_narrow_dry_run_coordination_writeback,module_delivered,src/wave96_meeteval_official_narrow_dry_run_coordination_writeback.py,results/tables/wave96_meeteval_official_narrow_dry_run_coordination_writeback.json,Run python -m src.wave96_meeteval_official_narrow_dry_run_coordination_writeback after demo wave96.,Verify the frontier status entry for wave96_meeteval_official_narrow_dry_run_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
316,wave97_exploration_baseline_closure_writeback,module_delivered,src/wave97_exploration_baseline_closure_writeback.py,results/tables/wave97_exploration_baseline_closure_writeback.json,Run python -m src.wave97_exploration_baseline_closure_writeback after Wave96 chain.,Verify the frontier status entry for wave97_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
317,wave97_demo_presentation_writeback,module_delivered,src/demo_wave97_presentation_writeback.py,results/tables/demo_wave97_presentation_writeback.json,Run python -m src.demo_wave97_presentation_writeback after Wave97 closure writeback.,Verify the frontier status entry for wave97_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
318,wave97_speaker_profile_lightoverlap_diagnostic_coordination_writeback,module_delivered,src/wave97_speaker_profile_lightoverlap_diagnostic_coordination_writeback.py,results/tables/wave97_speaker_profile_lightoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave97_speaker_profile_lightoverlap_diagnostic_coordination_writeback after demo wave97.,Verify the frontier status entry for wave97_speaker_profile_lightoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
319,wave98_exploration_baseline_closure_writeback,module_delivered,src/wave98_exploration_baseline_closure_writeback.py,results/tables/wave98_exploration_baseline_closure_writeback.json,Run python -m src.wave98_exploration_baseline_closure_writeback after Wave97 chain.,Verify the frontier status entry for wave98_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
320,wave98_demo_presentation_writeback,module_delivered,src/demo_wave98_presentation_writeback.py,results/tables/demo_wave98_presentation_writeback.json,Run python -m src.demo_wave98_presentation_writeback after Wave98 closure writeback.,Verify the frontier status entry for wave98_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
321,wave98_speaker_profile_midoverlap_diagnostic_coordination_writeback,module_delivered,src/wave98_speaker_profile_midoverlap_diagnostic_coordination_writeback.py,results/tables/wave98_speaker_profile_midoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave98_speaker_profile_midoverlap_diagnostic_coordination_writeback after demo wave98.,Verify the frontier status entry for wave98_speaker_profile_midoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
322,wave99_exploration_baseline_closure_writeback,module_delivered,src/wave99_exploration_baseline_closure_writeback.py,results/tables/wave99_exploration_baseline_closure_writeback.json,Run python -m src.wave99_exploration_baseline_closure_writeback after Wave98 chain.,Verify the frontier status entry for wave99_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
323,wave99_demo_presentation_writeback,module_delivered,src/demo_wave99_presentation_writeback.py,results/tables/demo_wave99_presentation_writeback.json,Run python -m src.demo_wave99_presentation_writeback after Wave99 closure writeback.,Verify the frontier status entry for wave99_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
324,wave99_speaker_profile_heavyoverlap_diagnostic_coordination_writeback,module_delivered,src/wave99_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.py,results/tables/wave99_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave99_speaker_profile_heavyoverlap_diagnostic_coordination_writeback after demo wave99.,Verify the frontier status entry for wave99_speaker_profile_heavyoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
325,wave100_exploration_baseline_closure_writeback,module_delivered,src/wave100_exploration_baseline_closure_writeback.py,results/tables/wave100_exploration_baseline_closure_writeback.json,Run python -m src.wave100_exploration_baseline_closure_writeback after Wave99 chain.,Verify the frontier status entry for wave100_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
326,wave100_demo_presentation_writeback,module_delivered,src/demo_wave100_presentation_writeback.py,results/tables/demo_wave100_presentation_writeback.json,Run python -m src.demo_wave100_presentation_writeback after Wave100 closure writeback.,Verify the frontier status entry for wave100_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
327,wave100_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback,module_delivered,src/wave100_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback.py,results/tables/wave100_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave100_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback after demo wave100.,Verify the frontier status entry for wave100_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
328,wave101_exploration_baseline_closure_writeback,module_delivered,src/wave101_exploration_baseline_closure_writeback.py,results/tables/wave101_exploration_baseline_closure_writeback.json,Run python -m src.wave101_exploration_baseline_closure_writeback after Wave100 chain.,Verify the frontier status entry for wave101_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
