source,sample_id,map_path,preview_path,mixed_path,mode,shape,channel_1,channel_2,channel_3,uses_source_tracks,oracle_route,route_gap,mixed_cer,separated_cer,cleaned_cer,intended_family,logmel_mean,logmel_max,logmel_std,logmel_p90,overlap_proxy_mean,overlap_proxy_max,overlap_proxy_std,overlap_proxy_p90,uncertainty_proxy_mean,uncertainty_proxy_max,uncertainty_proxy_std,uncertainty_proxy_p90,overlap_uncertainty_product
controlled_v2,controlled_route_sensitive_v2_0027,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0027.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0027_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,0.428571,0.285714,0.285714,cleaned_win_anchor,0.192182,1.0,0.151456,0.345098,0.603876,1.0,0.273062,0.933333,0.407935,1.0,0.2606,0.803922,0.196232
controlled_v2,controlled_route_sensitive_v2_0028,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0028.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0028_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,1.0,1.0,1.0,review_needed_anchor,0.435991,1.0,0.157414,0.643137,0.714246,0.996078,0.19204,0.890196,0.489017,0.976471,0.206486,0.760784,0.334043
controlled_v2,controlled_route_sensitive_v2_0029,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0029.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0029_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.611111,0.277778,0.888889,0.888889,mixed_win_anchor,0.11653,1.0,0.177791,0.317647,0.448146,1.0,0.273782,0.894118,0.394041,1.0,0.242338,0.72549,0.176014
controlled_v2,controlled_route_sensitive_v2_0030,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0030.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0030_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,1.0,0.32,0.32,separated_win_anchor,0.40708,1.0,0.147362,0.6,0.687485,1.0,0.207312,0.886275,0.408104,0.980392,0.188561,0.690196,0.259568
controlled_v2,controlled_route_sensitive_v2_0031,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0031.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0031_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,1.0,0.285714,0.285714,cleaned_win_anchor,0.154567,1.0,0.165042,0.321569,0.661933,0.996078,0.291378,0.952941,0.259268,1.0,0.265711,0.670588,0.107686
controlled_v2,controlled_route_sensitive_v2_0032,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0032.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0032_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,1.0,1.0,1.0,review_needed_anchor,0.450473,1.0,0.157715,0.662745,0.628248,0.972549,0.232286,0.882353,0.498974,1.0,0.203078,0.776471,0.300272
controlled_v2,controlled_route_sensitive_v2_0033,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0033.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0033_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.514285,0.371429,0.885714,0.885714,mixed_win_anchor,0.107672,1.0,0.172109,0.301961,0.349755,0.992157,0.246039,0.772549,0.37814,0.984314,0.233687,0.717647,0.129386
controlled_v2,controlled_route_sensitive_v2_0034,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0034.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0034_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,1.0,0.52,0.52,separated_win_anchor,0.416186,1.0,0.140951,0.603922,0.686857,0.964706,0.213706,0.890196,0.496752,0.937255,0.180101,0.764706,0.321223
controlled_v2,controlled_route_sensitive_v2_0035,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0035.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0035_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,0.7,0.25,0.25,cleaned_win_anchor,0.21976,1.0,0.140381,0.337255,0.706173,1.0,0.252905,0.94902,0.300888,0.941176,0.211989,0.611765,0.170602
controlled_v2,controlled_route_sensitive_v2_0036,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0036.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0036_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,1.0,1.0,1.0,review_needed_anchor,0.452278,0.988235,0.142683,0.643137,0.554887,0.996078,0.199957,0.796078,0.479688,0.960784,0.174035,0.713726,0.257945
controlled_v2,controlled_route_sensitive_v2_0037,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0037.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0037_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.791667,0.208333,1.0,1.0,mixed_win_anchor,0.117828,1.0,0.177005,0.337255,0.368183,1.0,0.239279,0.729412,0.406587,0.996078,0.240869,0.733333,0.14202
controlled_v2,controlled_route_sensitive_v2_0038,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0038.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0038_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,1.0,0.263158,0.263158,separated_win_anchor,0.408142,1.0,0.146435,0.596078,0.762255,0.996078,0.208691,0.921569,0.476777,0.956863,0.19342,0.745098,0.344787
controlled_v2,controlled_route_sensitive_v2_0039,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0039.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0039_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.05,0.7,0.75,0.75,cleaned_win_anchor,0.205006,1.0,0.159272,0.376471,0.601348,1.0,0.307133,0.952941,0.398683,1.0,0.267716,0.807843,0.18456
controlled_v2,controlled_route_sensitive_v2_0040,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0040.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0040_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,1.0,1.0,1.0,review_needed_anchor,0.45108,0.964706,0.122914,0.611765,0.638771,0.956863,0.176992,0.815686,0.478585,0.921569,0.135352,0.65098,0.298472
controlled_v2,controlled_route_sensitive_v2_0041,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0041.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0041_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.862069,0.137931,1.0,1.0,mixed_win_anchor,0.120872,1.0,0.173134,0.32549,0.347917,1.0,0.238029,0.764706,0.402604,1.0,0.243946,0.745098,0.138493
controlled_v2,controlled_route_sensitive_v2_0042,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0042.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0042_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,0.818182,0.454545,0.454545,separated_win_anchor,0.297279,1.0,0.151432,0.462745,0.670358,1.0,0.24772,0.941176,0.467157,0.972549,0.255119,0.827451,0.265826
controlled_v2,controlled_route_sensitive_v2_0043,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0043.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0043_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,0.714286,0.333333,0.333333,cleaned_win_anchor,0.198612,1.0,0.155658,0.356863,0.602681,1.0,0.303511,0.933333,0.386765,0.988235,0.268016,0.784314,0.176887
controlled_v2,controlled_route_sensitive_v2_0044,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0044.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0044_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,1.0,1.0,1.0,review_needed_anchor,0.446,0.988235,0.135797,0.627451,0.630453,1.0,0.181595,0.819608,0.469547,0.870588,0.165696,0.694118,0.282985
controlled_v2,controlled_route_sensitive_v2_0045,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0045.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0045_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.8125,0.15625,0.96875,0.96875,mixed_win_anchor,0.115742,1.0,0.172467,0.32549,0.353646,1.0,0.238327,0.737255,0.387102,0.984314,0.233322,0.729412,0.143189
controlled_v2,controlled_route_sensitive_v2_0046,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0046.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0046_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,1.0,0.315789,0.315789,separated_win_anchor,0.39919,1.0,0.153078,0.596078,0.717632,0.992157,0.226789,0.921569,0.463343,0.992157,0.211041,0.760784,0.307253
controlled_v2,controlled_route_sensitive_v2_0047,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0047.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0047_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,0.73913,0.304348,0.304348,cleaned_win_anchor,0.214691,1.0,0.152647,0.380392,0.616544,0.992157,0.291872,0.945098,0.42811,0.94902,0.232383,0.741176,0.221254
controlled_v2,controlled_route_sensitive_v2_0048,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0048.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0048_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,1.0,1.0,1.0,review_needed_anchor,0.440942,1.0,0.157458,0.65098,0.598866,1.0,0.221817,0.839216,0.547426,0.960784,0.204299,0.8,0.316737
controlled_v2,controlled_route_sensitive_v2_0049,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0049.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0049_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.277778,0.722222,1.0,1.0,mixed_win_anchor,0.109698,1.0,0.174248,0.309804,0.343949,1.0,0.251032,0.760784,0.410983,0.992157,0.25242,0.776471,0.141684
controlled_v2,controlled_route_sensitive_v2_0050,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0050.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0050_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,0.941176,0.705882,0.705882,separated_win_anchor,0.383079,1.0,0.14978,0.572549,0.709191,0.996078,0.2443,0.92549,0.438189,0.952941,0.203934,0.741176,0.278325
controlled_v2,controlled_route_sensitive_v2_0051,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0051.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0051_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,0.583333,0.083333,0.083333,cleaned_win_anchor,0.235458,1.0,0.146502,0.380392,0.644884,1.0,0.247135,0.901961,0.340763,1.0,0.223325,0.698039,0.181826
controlled_v2,controlled_route_sensitive_v2_0052,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0052.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0052_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,1.0,1.0,1.0,review_needed_anchor,0.452053,0.992157,0.139131,0.639216,0.562132,0.94902,0.193319,0.803922,0.519884,0.929412,0.163166,0.717647,0.283126
controlled_v2,controlled_route_sensitive_v2_0053,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0053.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0053_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,1.0,1.0,1.0,mixed_win_anchor,0.105873,1.0,0.187171,0.333333,0.368474,1.0,0.227459,0.752941,0.319638,1.0,0.272304,0.72549,0.118374
controlled_v2,controlled_route_sensitive_v2_0054,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0054.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0054_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,1.0,0.193548,0.193548,separated_win_anchor,0.418043,0.996078,0.125452,0.580392,0.697672,0.976471,0.197763,0.866667,0.477083,0.952941,0.159215,0.709804,0.314771
controlled_v2,controlled_route_sensitive_v2_0055,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0055.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0055_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,0.488372,0.186047,0.186047,cleaned_win_anchor,0.185064,1.0,0.147276,0.32549,0.596109,0.988235,0.272404,0.937255,0.335371,0.921569,0.235254,0.682353,0.151572
controlled_v2,controlled_route_sensitive_v2_0056,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0056.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0056_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,1.0,1.0,1.0,review_needed_anchor,0.45325,0.984314,0.138885,0.639216,0.565533,0.984314,0.184726,0.796078,0.513389,0.972549,0.159868,0.721569,0.282917
controlled_v2,controlled_route_sensitive_v2_0057,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0057.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0057_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.65,0.35,1.0,1.0,mixed_win_anchor,0.102658,1.0,0.176662,0.301961,0.384758,1.0,0.230615,0.745098,0.344975,0.980392,0.273306,0.752941,0.130812
controlled_v2,controlled_route_sensitive_v2_0058,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0058.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0058_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,1.0,0.333333,0.333333,separated_win_anchor,0.40433,1.0,0.143759,0.592157,0.763343,0.980392,0.205179,0.933333,0.481495,0.972549,0.187953,0.737255,0.348067
controlled_v2,controlled_route_sensitive_v2_0059,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0059.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0059_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.1875,0.5625,0.75,0.75,cleaned_win_anchor,0.169227,1.0,0.16492,0.337255,0.559635,1.0,0.27384,0.929412,0.378462,1.0,0.275831,0.843137,0.154015
controlled_v2,controlled_route_sensitive_v2_0060,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0060.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0060_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,1.0,1.0,1.0,review_needed_anchor,0.446048,1.0,0.154507,0.65098,0.628998,0.992157,0.201689,0.854902,0.516008,0.976471,0.20238,0.788235,0.316192
controlled_v2,controlled_route_sensitive_v2_0061,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0061.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0061_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,mixed_win_anchor,0.128169,1.0,0.183729,0.364706,0.394945,0.996078,0.284538,0.909804,0.472871,0.980392,0.261967,0.8,0.188686
controlled_v2,controlled_route_sensitive_v2_0062,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0062.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0062_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,separated_win_anchor,0.413184,1.0,0.146268,0.607843,0.764446,0.992157,0.189073,0.92549,0.491835,0.94902,0.188224,0.760784,0.3595
controlled_v2,controlled_route_sensitive_v2_0063,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0063.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0063_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,cleaned_win_anchor,0.215768,1.0,0.152957,0.376471,0.670665,1.0,0.262728,0.937255,0.31993,1.0,0.237321,0.662745,0.177423
controlled_v2,controlled_route_sensitive_v2_0064,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0064.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0064_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,review_needed_anchor,0.435396,1.0,0.156596,0.643137,0.639874,1.0,0.227136,0.878431,0.472871,1.0,0.206267,0.741176,0.284515
controlled_v2,controlled_route_sensitive_v2_0065,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0065.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0065_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,mixed_win_anchor,0.116382,1.0,0.178041,0.321569,0.425153,1.0,0.232436,0.792157,0.395343,0.960784,0.263483,0.803922,0.170498
controlled_v2,controlled_route_sensitive_v2_0066,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0066.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0066_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,separated_win_anchor,0.391519,1.0,0.137692,0.564706,0.729871,0.988235,0.235317,0.937255,0.492816,0.945098,0.170787,0.741176,0.336492
controlled_v2,controlled_route_sensitive_v2_0067,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0067.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0067_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,cleaned_win_anchor,0.216304,1.0,0.14305,0.352941,0.626562,0.988235,0.287379,0.94902,0.357629,0.941176,0.231866,0.686275,0.173615
controlled_v2,controlled_route_sensitive_v2_0068,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0068.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0068_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,review_needed_anchor,0.451657,0.945098,0.130178,0.623529,0.512377,0.917647,0.184431,0.741176,0.473514,0.87451,0.145923,0.65098,0.23738
controlled_v2,controlled_route_sensitive_v2_0069,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0069.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0069_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,mixed_win_anchor,0.114039,1.0,0.169601,0.305882,0.351486,1.0,0.225748,0.713726,0.412714,0.980392,0.236159,0.745098,0.146567
controlled_v2,controlled_route_sensitive_v2_0070,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0070.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0070_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,separated_win_anchor,0.391996,1.0,0.155684,0.596078,0.704534,1.0,0.241504,0.933333,0.476854,0.996078,0.214342,0.760784,0.310665
controlled_v2,controlled_route_sensitive_v2_0071,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0071.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0071_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,cleaned_win_anchor,0.201756,1.0,0.143165,0.333333,0.622702,1.0,0.26311,0.905882,0.337515,0.968627,0.225709,0.701961,0.167283
controlled_v2,controlled_route_sensitive_v2_0072,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0072.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0072_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,review_needed_anchor,0.448642,0.988235,0.135378,0.627451,0.598912,0.921569,0.185866,0.788235,0.51564,0.905882,0.162155,0.737255,0.294911
controlled_v2,controlled_route_sensitive_v2_0073,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0073.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0073_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,mixed_win_anchor,0.129127,1.0,0.183844,0.341176,0.351838,1.0,0.269853,0.823529,0.380071,1.0,0.241092,0.690196,0.138682
controlled_v2,controlled_route_sensitive_v2_0074,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0074.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0074_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,separated_win_anchor,0.394986,1.0,0.15492,0.596078,0.679381,1.0,0.230267,0.913725,0.429887,1.0,0.206735,0.729412,0.267562
controlled_v2,controlled_route_sensitive_v2_0075,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0075.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0075_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,cleaned_win_anchor,0.157608,1.0,0.164289,0.32549,0.637255,1.0,0.294031,0.952941,0.257981,0.972549,0.258546,0.666667,0.104764
controlled_v2,controlled_route_sensitive_v2_0076,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0076.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0076_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,review_needed_anchor,0.452663,0.996078,0.138182,0.635294,0.61489,0.980392,0.17702,0.815686,0.479979,0.929412,0.168611,0.709804,0.286774
controlled_v2,controlled_route_sensitive_v2_0077,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0077.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0077_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,mixed_win_anchor,0.115961,1.0,0.17417,0.321569,0.380775,1.0,0.274167,0.843137,0.372641,0.976471,0.23306,0.709804,0.132316
controlled_v2,controlled_route_sensitive_v2_0078,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0078.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0078_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,separated_win_anchor,0.417427,1.0,0.141559,0.603922,0.76034,0.992157,0.18047,0.882353,0.458502,0.964706,0.169339,0.670588,0.334043
controlled_v2,controlled_route_sensitive_v2_0079,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0079.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0079_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,cleaned_win_anchor,0.201183,1.0,0.151867,0.345098,0.685202,0.996078,0.283796,0.956863,0.332521,0.996078,0.274809,0.784314,0.158417
